trt,site,yr,month,day,line,replicate (2m apart),measurement (cm),g_per_m2
untrtpd,untrtpd3_1,2022,7,6,9,6,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,9,7,1,104.9398939
untrtpd,untrtpd3_1,2022,7,6,9,8,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,9,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,10,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,11,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,12,13,347.3789633
untrtpd,untrtpd3_1,2022,7,6,9,13,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,14,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,15,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,16,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,17,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,9,18,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,19,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,20,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,21,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,9,22,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,23,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,24,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,25,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,26,1,104.9398939
untrtpd,untrtpd3_1,2022,7,6,9,27,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,28,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,9,29,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,9,30,3,145.3464055
bison,bison1_1,2022,8,9,4,1,4,165.5496613
bison,bison1_1,2022,8,9,4,2,4,165.5496613
bison,bison1_1,2022,8,9,4,3,6,205.9561728
bison,bison1_1,2022,8,9,4,4,2,125.1431497
bison,bison1_1,2022,8,9,4,5,3,145.3464055
bison,bison1_1,2022,8,9,4,6,3,145.3464055
bison,bison1_1,2022,8,9,4,7,2,125.1431497
bison,bison1_1,2022,8,9,4,8,4,165.5496613
bison,bison1_1,2022,8,9,4,9,4,165.5496613
bison,bison1_1,2022,8,9,4,10,4,165.5496613
bison,bison1_1,2022,8,9,4,11,4,165.5496613
bison,bison1_1,2022,8,9,4,12,2,125.1431497
bison,bison1_1,2022,8,9,4,13,3,145.3464055
bison,bison1_1,2022,8,9,4,14,4,165.5496613
bison,bison1_1,2022,8,9,4,15,0,84.73663812
bison,bison1_1,2022,8,9,4,16,0,84.73663812
bison,bison1_1,2022,8,9,4,17,26,610.0212885
bison,bison1_1,2022,8,9,4,18,13,347.3789633
bison,bison1_1,2022,8,9,4,19,8,246.3626844
bison,bison1_1,2022,8,9,4,20,6,205.9561728
bison,bison1_1,2022,8,9,4,21,11,306.9724517
bison,bison1_1,2022,8,9,4,22,11,306.9724517
bison,bison1_1,2022,8,9,4,23,19,468.598498
bison,bison1_1,2022,8,9,4,24,15,387.7854749
bison,bison1_1,2022,8,9,4,25,14,367.5822191
bison,bison1_1,2022,8,9,4,26,4,165.5496613
bison,bison1_1,2022,8,9,4,27,4,165.5496613
bison,bison1_1,2022,8,9,4,28,4,165.5496613
bison,bison1_1,2022,8,9,4,29,4,165.5496613
bison,bison1_1,2022,8,9,4,30,9,266.5659402
bison,bison1_1,2022,8,9,9,1,2,125.1431497
bison,bison1_1,2022,8,9,9,2,4,165.5496613
bison,bison1_1,2022,8,9,9,3,4,165.5496613
bison,bison1_1,2022,8,9,9,4,3,145.3464055
bison,bison1_1,2022,8,9,9,5,2,125.1431497
bison,bison1_1,2022,8,9,9,6,1,104.9398939
bison,bison1_1,2022,8,9,9,7,2,125.1431497
bison,bison1_1,2022,8,9,9,8,3,145.3464055
bison,bison1_1,2022,8,9,9,9,3,145.3464055
bison,bison1_1,2022,8,9,9,10,2,125.1431497
bison,bison1_1,2022,8,9,9,11,4,165.5496613
bison,bison1_1,2022,8,9,9,12,1,104.9398939
bison,bison1_1,2022,8,9,9,13,2,125.1431497
bison,bison1_1,2022,8,9,9,14,3,145.3464055
bison,bison1_1,2022,8,9,9,15,4,165.5496613
bison,bison1_1,2022,8,9,9,16,26,610.0212885
bison,bison1_1,2022,8,9,9,17,2,125.1431497
bison,bison1_1,2022,8,9,9,18,2,125.1431497
bison,bison1_1,2022,8,9,9,19,2,125.1431497
bison,bison1_1,2022,8,9,9,20,4,165.5496613
bison,bison1_1,2022,8,9,9,21,1,104.9398939
bison,bison1_1,2022,8,9,9,22,6,205.9561728
bison,bison1_1,2022,8,9,9,23,5,185.752917
bison,bison1_1,2022,8,9,9,24,4,165.5496613
bison,bison1_1,2022,8,9,9,25,3,145.3464055
bison,bison1_1,2022,8,9,9,26,23,549.4115212
bison,bison1_1,2022,8,9,9,27,5,185.752917
bison,bison1_1,2022,8,9,9,28,4,165.5496613
bison,bison1_1,2022,8,9,9,29,3,145.3464055
bison,bison1_1,2022,8,9,9,30,2,125.1431497
bison,bison2_1,2022,8,2,4,1,7,226.1594286
bison,bison2_1,2022,8,2,4,2,8,246.3626844
bison,bison2_1,2022,8,2,4,3,6,205.9561728
bison,bison2_1,2022,8,2,4,4,4,165.5496613
bison,bison2_1,2022,8,2,4,5,9,266.5659402
bison,bison2_1,2022,8,2,4,6,6,205.9561728
bison,bison2_1,2022,8,2,4,7,11,306.9724517
bison,bison2_1,2022,8,2,4,8,5,185.752917
bison,bison2_1,2022,8,2,4,9,9,266.5659402
bison,bison2_1,2022,8,2,4,10,3,145.3464055
bison,bison2_1,2022,8,2,4,11,6,205.9561728
bison,bison2_1,2022,8,2,4,12,7,226.1594286
bison,bison2_1,2022,8,2,4,13,7,226.1594286
bison,bison2_1,2022,8,2,4,14,6,205.9561728
bison,bison2_1,2022,8,2,4,15,8,246.3626844
bison,bison2_1,2022,8,2,4,16,10,286.769196
bison,bison2_1,2022,8,2,4,17,6,205.9561728
bison,bison2_1,2022,8,2,4,18,6,205.9561728
bison,bison2_1,2022,8,2,4,19,6,205.9561728
bison,bison2_1,2022,8,2,4,20,5,185.752917
bison,bison2_1,2022,8,2,4,21,8,246.3626844
bison,bison2_1,2022,8,2,4,22,10,286.769196
bison,bison2_1,2022,8,2,4,23,6,205.9561728
bison,bison2_1,2022,8,2,4,24,7,226.1594286
bison,bison2_1,2022,8,2,4,25,4,165.5496613
bison,bison2_1,2022,8,2,4,26,9,266.5659402
bison,bison2_1,2022,8,2,4,27,8,246.3626844
bison,bison2_1,2022,8,2,4,28,5,185.752917
bison,bison2_1,2022,8,2,4,29,7,226.1594286
bison,bison2_1,2022,8,2,4,30,6,205.9561728
bison,bison2_1,2022,8,2,9,1,3,145.3464055
bison,bison2_1,2022,8,2,9,2,7,226.1594286
bison,bison2_1,2022,8,2,9,3,6,205.9561728
bison,bison2_1,2022,8,2,9,4,4,165.5496613
bison,bison2_1,2022,8,2,9,5,10,286.769196
bison,bison2_1,2022,8,2,9,6,4,165.5496613
bison,bison2_1,2022,8,2,9,7,5,185.752917
bison,bison2_1,2022,8,2,9,8,1,104.9398939
bison,bison2_1,2022,8,2,9,9,3,145.3464055
bison,bison2_1,2022,8,2,9,10,5,185.752917
bison,bison2_1,2022,8,2,9,11,4,165.5496613
bison,bison2_1,2022,8,2,9,12,3,145.3464055
bison,bison2_1,2022,8,2,9,13,6,205.9561728
bison,bison2_1,2022,8,2,9,14,4,165.5496613
bison,bison2_1,2022,8,2,9,15,13,347.3789633
bison,bison2_1,2022,8,2,9,16,8,246.3626844
bison,bison2_1,2022,8,2,9,17,3,145.3464055
bison,bison2_1,2022,8,2,9,18,10,286.769196
bison,bison2_1,2022,8,2,9,19,3,145.3464055
bison,bison2_1,2022,8,2,9,20,5,185.752917
bison,bison2_1,2022,8,2,9,21,5,185.752917
bison,bison2_1,2022,8,2,9,22,4,165.5496613
bison,bison2_1,2022,8,2,9,23,5,185.752917
bison,bison2_1,2022,8,2,9,24,3,145.3464055
bison,bison2_1,2022,8,2,9,25,5,185.752917
bison,bison2_1,2022,8,2,9,26,3,145.3464055
bison,bison2_1,2022,8,2,9,27,4,165.5496613
bison,bison2_1,2022,8,2,9,28,4,165.5496613
bison,bison2_1,2022,8,2,9,29,5,185.752917
bison,bison2_1,2022,8,2,9,30,5,185.752917
bison,bison3_1,2022,8,5,4,1,3,145.3464055
bison,bison3_1,2022,8,5,4,2,6,205.9561728
bison,bison3_1,2022,8,5,4,3,5,185.752917
bison,bison3_1,2022,8,5,4,4,3,145.3464055
bison,bison3_1,2022,8,5,4,5,5,185.752917
bison,bison3_1,2022,8,5,4,6,6,205.9561728
bison,bison3_1,2022,8,5,4,7,10,286.769196
bison,bison3_1,2022,8,5,4,8,5,185.752917
bison,bison3_1,2022,8,5,4,9,10,286.769196
bison,bison3_1,2022,8,5,4,10,10,286.769196
bison,bison3_1,2022,8,5,4,11,11,306.9724517
bison,bison3_1,2022,8,5,4,12,8,246.3626844
bison,bison3_1,2022,8,5,4,13,10,286.769196
bison,bison3_1,2022,8,5,4,14,5,185.752917
bison,bison3_1,2022,8,5,4,15,4,165.5496613
bison,bison3_1,2022,8,5,4,16,7,226.1594286
bison,bison3_1,2022,8,5,4,17,11,306.9724517
bison,bison3_1,2022,8,5,4,18,6,205.9561728
bison,bison3_1,2022,8,5,4,19,4,165.5496613
bison,bison3_1,2022,8,5,4,20,13,347.3789633
bison,bison3_1,2022,8,5,4,21,11,306.9724517
bison,bison3_1,2022,8,5,4,22,3,145.3464055
bison,bison3_1,2022,8,5,4,23,12,327.1757075
bison,bison3_1,2022,8,5,4,24,7,226.1594286
bison,bison3_1,2022,8,5,4,25,4,165.5496613
bison,bison3_1,2022,8,5,4,26,12,327.1757075
bison,bison3_1,2022,8,5,4,27,3,145.3464055
bison,bison3_1,2022,8,5,4,28,2,125.1431497
bison,bison3_1,2022,8,5,4,29,4,165.5496613
bison,bison3_1,2022,8,5,4,30,7,226.1594286
bison,bison3_1,2022,8,5,9,1,3,145.3464055
bison,bison3_1,2022,8,5,9,2,5,185.752917
bison,bison3_1,2022,8,5,9,3,3,145.3464055
bison,bison3_1,2022,8,5,9,4,8,246.3626844
bison,bison3_1,2022,8,5,9,5,3,145.3464055
bison,bison3_1,2022,8,5,9,6,4,165.5496613
bison,bison3_1,2022,8,5,9,7,3,145.3464055
bison,bison3_1,2022,8,5,9,8,4,165.5496613
bison,bison3_1,2022,8,5,9,9,7,226.1594286
bison,bison3_1,2022,8,5,9,10,5,185.752917
bison,bison3_1,2022,8,5,9,11,4,165.5496613
bison,bison3_1,2022,8,5,9,12,7,226.1594286
bison,bison3_1,2022,8,5,9,13,3,145.3464055
bison,bison3_1,2022,8,5,9,14,6,205.9561728
bison,bison3_1,2022,8,5,9,15,26,610.0212885
bison,bison3_1,2022,8,5,9,16,11,306.9724517
bison,bison3_1,2022,8,5,9,17,5,185.752917
bison,bison3_1,2022,8,5,9,18,4,165.5496613
bison,bison3_1,2022,8,5,9,19,5,185.752917
bison,bison3_1,2022,8,5,9,20,6,205.9561728
bison,bison3_1,2022,8,5,9,21,4,165.5496613
bison,bison3_1,2022,8,5,9,22,6,205.9561728
bison,bison3_1,2022,8,5,9,23,13,347.3789633
bison,bison3_1,2022,8,5,9,24,7,226.1594286
bison,bison3_1,2022,8,5,9,25,5,185.752917
bison,bison3_1,2022,8,5,9,26,6,205.9561728
bison,bison3_1,2022,8,5,9,27,5,185.752917
bison,bison3_1,2022,8,5,9,28,8,246.3626844
bison,bison3_1,2022,8,5,9,29,4,165.5496613
bison,bison3_1,2022,8,5,9,30,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,4,1,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,4,2,5,185.752917
ungrazed,ungrazed1_1,2022,8,4,4,3,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,4,4,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,4,5,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,6,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,4,7,15,387.7854749
ungrazed,ungrazed1_1,2022,8,4,4,8,41,913.0701253
ungrazed,ungrazed1_1,2022,8,4,4,9,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,4,10,13,347.3789633
ungrazed,ungrazed1_1,2022,8,4,4,11,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,12,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,13,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,4,14,16,407.9887307
ungrazed,ungrazed1_1,2022,8,4,4,15,10,286.769196
ungrazed,ungrazed1_1,2022,8,4,4,16,8,246.3626844
ungrazed,ungrazed1_1,2022,8,4,4,17,8,246.3626844
ungrazed,ungrazed1_1,2022,8,4,4,18,13,347.3789633
ungrazed,ungrazed1_1,2022,8,4,4,19,8,246.3626844
ungrazed,ungrazed1_1,2022,8,4,4,20,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,4,21,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,22,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,23,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,4,24,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,4,25,12,327.1757075
ungrazed,ungrazed1_1,2022,8,4,4,26,10,286.769196
ungrazed,ungrazed1_1,2022,8,4,4,27,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,4,28,12,327.1757075
ungrazed,ungrazed1_1,2022,8,4,4,29,10,286.769196
ungrazed,ungrazed1_1,2022,8,4,4,30,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,9,1,16,407.9887307
ungrazed,ungrazed1_1,2022,8,4,9,2,12,327.1757075
ungrazed,ungrazed1_1,2022,8,4,9,3,12,327.1757075
ungrazed,ungrazed1_1,2022,8,4,9,4,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,9,5,10,286.769196
ungrazed,ungrazed1_1,2022,8,4,9,6,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,9,7,2,125.1431497
ungrazed,ungrazed1_1,2022,8,4,9,8,13,347.3789633
ungrazed,ungrazed1_1,2022,8,4,9,9,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,9,10,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,9,11,5,185.752917
ungrazed,ungrazed1_1,2022,8,4,9,12,3,145.3464055
ungrazed,ungrazed1_1,2022,8,4,9,13,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,9,14,3,145.3464055
ungrazed,ungrazed1_1,2022,8,4,9,15,5,185.752917
ungrazed,ungrazed1_1,2022,8,4,9,16,5,185.752917
ungrazed,ungrazed1_1,2022,8,4,9,17,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,9,18,9,266.5659402
ungrazed,ungrazed1_1,2022,8,4,9,19,3,145.3464055
ungrazed,ungrazed1_1,2022,8,4,9,20,12,327.1757075
ungrazed,ungrazed1_1,2022,8,4,9,21,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,9,22,7,226.1594286
ungrazed,ungrazed1_1,2022,8,4,9,23,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,9,24,5,185.752917
ungrazed,ungrazed1_1,2022,8,4,9,25,4,165.5496613
ungrazed,ungrazed1_1,2022,8,4,9,26,2,125.1431497
ungrazed,ungrazed1_1,2022,8,4,9,27,6,205.9561728
ungrazed,ungrazed1_1,2022,8,4,9,28,2,125.1431497
ungrazed,ungrazed1_1,2022,8,4,9,29,2,125.1431497
ungrazed,ungrazed1_1,2022,8,4,9,30,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,4,1,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,4,2,10,286.769196
ungrazed,ungrazed2_1,2022,8,8,4,3,9,266.5659402
ungrazed,ungrazed2_1,2022,8,8,4,4,12,327.1757075
ungrazed,ungrazed2_1,2022,8,8,4,5,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,6,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,7,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,4,8,2,125.1431497
ungrazed,ungrazed2_1,2022,8,8,4,9,2,125.1431497
ungrazed,ungrazed2_1,2022,8,8,4,10,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,11,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,4,12,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,13,18,448.3952422
ungrazed,ungrazed2_1,2022,8,8,4,14,2,125.1431497
ungrazed,ungrazed2_1,2022,8,8,4,15,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,16,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,4,17,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,4,18,2,125.1431497
ungrazed,ungrazed2_1,2022,8,8,4,19,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,4,20,16,407.9887307
ungrazed,ungrazed2_1,2022,8,8,4,21,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,4,22,2,125.1431497
ungrazed,ungrazed2_1,2022,8,8,4,23,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,4,24,7,226.1594286
ungrazed,ungrazed2_1,2022,8,8,4,25,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,4,26,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,4,27,9,266.5659402
ungrazed,ungrazed2_1,2022,8,8,4,28,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,4,29,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,4,30,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,1,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,9,2,6,205.9561728
ungrazed,ungrazed2_1,2022,8,8,9,3,6,205.9561728
ungrazed,ungrazed2_1,2022,8,8,9,4,6,205.9561728
ungrazed,ungrazed2_1,2022,8,8,9,5,6,205.9561728
ungrazed,ungrazed2_1,2022,8,8,9,6,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,9,7,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,9,8,4,165.5496613
ungrazed,ungrazed2_1,2022,8,8,9,9,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,9,10,3,145.3464055
ungrazed,ungrazed2_1,2022,8,8,9,11,9,266.5659402
ungrazed,ungrazed2_1,2022,8,8,9,12,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,13,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,14,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,15,11,306.9724517
ungrazed,ungrazed2_1,2022,8,8,9,16,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,17,5,185.752917
ungrazed,ungrazed2_1,2022,8,8,9,18,29,670.6310559
ungrazed,ungrazed2_1,2022,8,8,9,19,6,205.9561728
ungrazed,ungrazed2_1,2022,8,8,9,20,23,549.4115212
ungrazed,ungrazed2_1,2022,8,8,9,21,16,407.9887307
ungrazed,ungrazed2_1,2022,8,8,9,22,17,428.1919865
ungrazed,ungrazed2_1,2022,8,8,9,23,14,367.5822191
ungrazed,ungrazed2_1,2022,8,8,9,24,16,407.9887307
ungrazed,ungrazed2_1,2022,8,8,9,25,8,246.3626844
ungrazed,ungrazed2_1,2022,8,8,9,26,11,306.9724517
ungrazed,ungrazed2_1,2022,8,8,9,27,10,286.769196
ungrazed,ungrazed2_1,2022,8,8,9,28,60,1296.931985
ungrazed,ungrazed2_1,2022,8,8,9,29,11,306.9724517
ungrazed,ungrazed2_1,2022,8,8,9,30,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,1,2,125.1431497
ungrazed,ungrazed3_1,2022,8,10,4,2,2,125.1431497
ungrazed,ungrazed3_1,2022,8,10,4,3,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,4,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,5,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,6,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,7,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,8,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,4,9,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,10,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,11,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,12,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,13,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,14,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,15,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,16,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,17,34,771.6473348
ungrazed,ungrazed3_1,2022,8,10,4,18,11,306.9724517
ungrazed,ungrazed3_1,2022,8,10,4,19,8,246.3626844
ungrazed,ungrazed3_1,2022,8,10,4,20,11,306.9724517
ungrazed,ungrazed3_1,2022,8,10,4,21,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,22,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,4,23,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,4,24,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,4,25,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,4,26,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,27,3,145.3464055
ungrazed,ungrazed3_1,2022,8,10,4,28,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,4,29,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,4,30,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,1,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,2,9,266.5659402
ungrazed,ungrazed3_1,2022,8,10,9,3,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,4,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,5,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,6,8,246.3626844
ungrazed,ungrazed3_1,2022,8,10,9,7,9,266.5659402
ungrazed,ungrazed3_1,2022,8,10,9,8,8,246.3626844
ungrazed,ungrazed3_1,2022,8,10,9,9,6,205.9561728
ungrazed,ungrazed3_1,2022,8,10,9,10,10,286.769196
ungrazed,ungrazed3_1,2022,8,10,9,11,6,205.9561728
ungrazed,ungrazed3_1,2022,8,10,9,12,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,13,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,14,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,9,15,6,205.9561728
ungrazed,ungrazed3_1,2022,8,10,9,16,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,17,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,9,18,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,9,19,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,9,20,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,21,6,205.9561728
ungrazed,ungrazed3_1,2022,8,10,9,22,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,23,6,205.9561728
ungrazed,ungrazed3_1,2022,8,10,9,24,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,25,5,185.752917
ungrazed,ungrazed3_1,2022,8,10,9,26,10,286.769196
ungrazed,ungrazed3_1,2022,8,10,9,27,4,165.5496613
ungrazed,ungrazed3_1,2022,8,10,9,28,10,286.769196
ungrazed,ungrazed3_1,2022,8,10,9,29,7,226.1594286
ungrazed,ungrazed3_1,2022,8,10,9,30,26,610.0212885
cattle,cattle1_1,2022,8,8,4,1,5,185.752917
cattle,cattle1_1,2022,8,8,4,2,2,125.1431497
cattle,cattle1_1,2022,8,8,4,3,2,125.1431497
cattle,cattle1_1,2022,8,8,4,4,3,145.3464055
cattle,cattle1_1,2022,8,8,4,5,2,125.1431497
cattle,cattle1_1,2022,8,8,4,6,4,165.5496613
cattle,cattle1_1,2022,8,8,4,7,9,266.5659402
cattle,cattle1_1,2022,8,8,4,8,12,327.1757075
cattle,cattle1_1,2022,8,8,4,9,13,347.3789633
cattle,cattle1_1,2022,8,8,4,10,6,205.9561728
cattle,cattle1_1,2022,8,8,4,11,8,246.3626844
cattle,cattle1_1,2022,8,8,4,12,4,165.5496613
cattle,cattle1_1,2022,8,8,4,13,5,185.752917
cattle,cattle1_1,2022,8,8,4,14,2,125.1431497
cattle,cattle1_1,2022,8,8,4,15,2,125.1431497
cattle,cattle1_1,2022,8,8,4,16,5,185.752917
cattle,cattle1_1,2022,8,8,4,17,5,185.752917
cattle,cattle1_1,2022,8,8,4,18,3,145.3464055
cattle,cattle1_1,2022,8,8,4,19,12,327.1757075
cattle,cattle1_1,2022,8,8,4,20,5,185.752917
cattle,cattle1_1,2022,8,8,4,21,7,226.1594286
cattle,cattle1_1,2022,8,8,4,22,5,185.752917
cattle,cattle1_1,2022,8,8,4,23,6,205.9561728
cattle,cattle1_1,2022,8,8,4,24,3,145.3464055
cattle,cattle1_1,2022,8,8,4,25,6,205.9561728
cattle,cattle1_1,2022,8,8,4,26,6,205.9561728
cattle,cattle1_1,2022,8,8,4,27,4,165.5496613
cattle,cattle1_1,2022,8,8,4,28,4,165.5496613
cattle,cattle1_1,2022,8,8,4,29,6,205.9561728
cattle,cattle1_1,2022,8,8,4,30,4,165.5496613
cattle,cattle1_1,2022,8,8,9,1,4,165.5496613
cattle,cattle1_1,2022,8,8,9,2,6,205.9561728
cattle,cattle1_1,2022,8,8,9,3,4,165.5496613
cattle,cattle1_1,2022,8,8,9,4,7,226.1594286
cattle,cattle1_1,2022,8,8,9,5,6,205.9561728
cattle,cattle1_1,2022,8,8,9,6,5,185.752917
cattle,cattle1_1,2022,8,8,9,7,4,165.5496613
cattle,cattle1_1,2022,8,8,9,8,4,165.5496613
cattle,cattle1_1,2022,8,8,9,9,4,165.5496613
cattle,cattle1_1,2022,8,8,9,10,4,165.5496613
cattle,cattle1_1,2022,8,8,9,11,4,165.5496613
cattle,cattle1_1,2022,8,8,9,12,4,165.5496613
cattle,cattle1_1,2022,8,8,9,13,4,165.5496613
cattle,cattle1_1,2022,8,8,9,14,2,125.1431497
cattle,cattle1_1,2022,8,8,9,15,7,226.1594286
cattle,cattle1_1,2022,8,8,9,16,4,165.5496613
cattle,cattle1_1,2022,8,8,9,17,4,165.5496613
cattle,cattle1_1,2022,8,8,9,18,5,185.752917
cattle,cattle1_1,2022,8,8,9,19,6,205.9561728
cattle,cattle1_1,2022,8,8,9,20,2,125.1431497
cattle,cattle1_1,2022,8,8,9,21,3,145.3464055
cattle,cattle1_1,2022,8,8,9,22,4,165.5496613
cattle,cattle1_1,2022,8,8,9,23,4,165.5496613
cattle,cattle1_1,2022,8,8,9,24,4,165.5496613
cattle,cattle1_1,2022,8,8,9,25,3,145.3464055
cattle,cattle1_1,2022,8,8,9,26,3,145.3464055
cattle,cattle1_1,2022,8,8,9,27,4,165.5496613
cattle,cattle1_1,2022,8,8,9,28,3,145.3464055
cattle,cattle1_1,2022,8,8,9,29,3,145.3464055
cattle,cattle1_1,2022,8,8,9,30,3,145.3464055
cattle,cattle2_1,2022,8,5,4,1,6,205.9561728
cattle,cattle2_1,2022,8,5,4,2,9,266.5659402
cattle,cattle2_1,2022,8,5,4,3,6,205.9561728
cattle,cattle2_1,2022,8,5,4,4,5,185.752917
cattle,cattle2_1,2022,8,5,4,5,3,145.3464055
cattle,cattle2_1,2022,8,5,4,6,8,246.3626844
cattle,cattle2_1,2022,8,5,4,7,6,205.9561728
